,Trinary_Score,Vader_Score,text,elite,retweet_count,media,gender,dw_extr,dwextr_rs,dw_score,race,age,followers
41,1,0.4019,Today is the 1 yr anniversary of the #STEMEducationAct. We must continue to support #STEM students and close the skills gap in our economy.',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
42,-1,-0.6597,Find a Breast Cancer screening provider near you: https://t.co/AsvvGZugg3\n#BreastCancerAwarenessMonth https://t.co/14VmAbmCVA',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
43,0,0.0,October is #BreastCancerAwarenessMonth. Find events in your neighborhood: https://t.co/E1zZSkDp8J',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
44,1,0.3818,My office is now accepting applications for nominations to the Service Academies. Apply here: https://t.co/ibtHGaz4Km',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
45,1,0.3262,Please stay safe this week NC. For more information about emergency preparedness visit https://t.co/YSbFAMsDFc. https://t.co/t7fKRNTlih',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
46,1,0.0772,NC declares a State of Emergency for 66 counties ahead of #HurricaneMatthew landfall this week. Stay safe NC. https://t.co/T7bJb2pMeq',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
47,0,0.0,"Passes to @NMAAHC for January, February, and March are now available. To register, visit: https://t.co/RIGkr4pTCA.'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
48,1,0.4738,30 days left to participate in the #CongressionalAppChallenge! Pls share the contest info with students in NC12! https://t.co/AoYOiPhjON',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
49,1,0.4389,My office is now accepting nominations to service academies! Apply here: https://t.co/ibtHGaz4Km',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
50,0,0.0,#OTD 1922 Rebecca Felton was sworn in as the 1st female Senator in the U.S. Senate. https://t.co/0spr8Vrcav',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
51,1,0.9632,"Happy #RoshHashanah to all who celebrate! May the new year be filled with joy, peace, and happiness. L\xe2\x80\x99Shanah Tovah!'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
52,1,0.7906,#OTD 1967 Thurgood Marshall became the first African American Supreme Court Justice. https://t.co/lJwDxnmOzG',Adams,5,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
53,0,0.0,#DVAM2016 starts today. @NationalDVAM has a list of events nationwide. Find an event near you: https://t.co/bbLOIfFcsV #ThisIsDV',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
54,1,0.3818,My office is now accepting applications for nominations to the service academies. Apply here: https://t.co/ibtHGaz4Km',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
55,1,0.0772,Just 33 days left to enter the #CongressionalAppChallenge. Enter the challenge here: https://t.co/AoYOiPhjON\n@CongressionalAC',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
56,0,0.0,"'For 40 years the Hyde Amendment has told women that USA laws &amp; rights don't apply equally to us. We must #BeBoldEndHyde""",Adams,56,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
57,0,0.0,My staff hosts Community Office Hours throughout the 12th District. Where should we visit next?\xe2\x80\xa6 https://t.co/6kCFvPniGI',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
58,-1,-0.1779,Tonight I voted for the #CR to avert a government shutdown. Read my full statement here: https://t.co/LYyu5LRLGk',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
59,0,0.0,Today is #NationalVoterRegistrationDay. Do your part by registering today and voting this November. https://t.co/8OKcPJe55P',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
60,1,0.6597,.@WhiteHouse garden tour tickets are available. Interested parties should email Katherine.Stewart@mail.house.gov\xe2\x80\xa6 https://t.co/6KG1RnxLUy',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
61,1,0.3595,"Join my staff for Community Office Hours tomorrow, 9/28, at 2:30PM. We look forward to seeing you there! https://t.co/lWN45VxpAd'",Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
62,0,0.0,I am presiding over the #SmallBusiness Subcommittee on Oversight &amp; Government Reform this morning. https://t.co/f2WXutkvi',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
63,1,0.6705,.@OfficialCBC stands united to call for #Flint funding to help families recover. #NoFlintNoCR',Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
64,-1,-0.25,"It\xe2\x80\x99s shameful that #Flint residents are stuck using water bottles to bathe, cook, drink &amp; care for themselves. #DontForgetFlint'",Adams,20,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
65,1,0.4019,My @OfficialCBC colleagues and I know clean drinking water is a basic human right. #DontForgetFlint',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
66,0,0.0,GOP funding bill doesn\xe2\x80\x99t include money for #Flint.  #NoFlintNoCR #DontForgetFlint',Adams,4,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
67,1,0.4404,ICYMI: Bill would open #HBCUs and their investors to better bond options @thecharpost\nhttps://t.co/htrO885K9D',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
68,1,0.8885,We all deserve the truth &amp; justice. We will emerge from this stronger &amp; safer b/c we chose to address our problems\xe2\x80\xa6 https://t.co/fs0fTW2JD0',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
69,1,0.3612,"I continue to believe in in the need for greater transparency, accountability, collaboration &amp; cooperation.'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
70,1,0.4588,I am glad to hear city officials heeded my calls and the calls of others to release the #KeithLamontScott  video fo\xe2\x80\xa6 https://t.co/Ra3fbiyDe1',Adams,4,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
71,0,0.0,Watch live on on @CNN now. https://t.co/bGEJ4jDXv7',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
72,0,0.0,.@OfficialCBC at @TheJusticeDept address the systematic surveillance &amp; targeting of Black ppl resulting in their de\xe2\x80\xa6 https://t.co/fHEKbxsQgJ',Adams,22,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
73,0,0.0,Watch @OfficialCBC members presser at @TheJusticeDept LIVE: https://t.co/LYyu5LRLGk #StopTheKillings',Adams,7,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
74,0,0.0,Tune into @CNN at 12:30pm TODAY to watch members of @OfficialCBC at @TheJusticeDept addressing the targeting of Black ppl by law enforcement',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
75,0,0.0,"Today @ 12:30: Members of @OfficialCBC will gather @TheJusticeDept  to address the targeting &amp; profiling of Black men, women, and children.'",Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
76,-1,-0.5994,Tonight I returned to #CLT to meet with local leaders regarding the shooting death of #KeithLamontScott.\nhttps://t.co/YlnnYyxTpc',Adams,5,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
77,-1,-0.5994,"'I'm returning to #CLT tonight to receive an update on the ongoing investigation into the death of #KeithLamontScott https://t.co/Bk89Xg5rsa""",Adams,12,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
78,0,0.0,My thoughts and prayers are with the Scott family and our community. Read my full statement here: https://t.co/pbNg43oUDW\n#KeithLamontScott',Adams,20,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
79,-1,-0.4019,We need to address the longstanding problem of #policebrutality. Congress should act before we adjourn. #DoYourJob #TerenceCruthcher',Adams,14,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
80,1,0.4588,We applaud DOJ for leading the investigation and being on the ground. #TerenceCrutcher',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
81,-1,-0.6486,Our black men are under attack and possibly one traffic stop away from becoming a hashtag. Congress must act on #PoliceAccountability.',Adams,13,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
82,-1,-0.7506,How do we manage to heal when we continue to witness such horrible tragedies? Shooting black men happens too regularly. #TerenceCrutcher',Adams,15,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
83,-1,-0.875,"Our hearts are burdened and once again saddened following Monday\xe2\x80\x99s shooting death of #TerenceCrutcher in Tulsa, Oklahoma.'",Adams,11,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
84,1,-0.2263,We must work together to find a comprehensive solution to opioid abuse. #OpioidAwareness Week https://t.co/QsuLIXDMZR',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
85,1,0.296,Join my staff for Community Office Hours TODAY from 1-2 PM at Midland Commons Apt. Complex in #CLT. https://t.co/qKMM2JHSyg',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
86,1,0.296,"Join my staff this evening, 9/19, at 220 N Tryon St in #CLT from 9-11PM for Community Office Hours. https://t.co/emLjq2Lg5G'",Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
87,1,0.4019,".@talkHIV HIV  In the US, 17% of new #HIV diagnoses occur among those aged 50+. Get help here: https://t.co/PPuUaSNrTx #NHAAAD'",Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
88,0,0.0, https://t.co/OJ5fkbnsD',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
89,1,0.636,Congratulations! I look forward to working with you. https://t.co/FbNDq33TQg',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
90,1,0.2023,"'We must ensure that HBCUs not only survive, but thrive in today's society. #HBCUInvestments https://t.co/OtDPETFvEc""",Adams,13,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
91,1,0.3612,.@PhDTash &amp; @Livingstone1879 Prez joined the presser today to speak on the importance of this #HBCU legislation. https://t.co/AhEa6Qpq7F',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
92,1,0.6486,Proud to join my colleague @keithellison to announce the #HBCU Investment Expansion Act today. https://t.co/qrkpSKAhMW',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
93,0,0.0,This morning I addressed a packed house at the National Association of Minority Contractors breakfast. https://t.co/GskOTboafr',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
94,-1,-0.3818,"'On an empty stomach I can't represent the 12th District. On an empty stomach students can't learn in school. #HungerActionMonth""",Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
95,0,0.0,#HispanicHeritageMonth is here! Learn more about the celebrations here: https://t.co/MqF524a7b1',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
96,0,0.0,#ICYMI: I served as ranking member of the Small Business Committee hearing about the IRS &amp; small businesses. https://t.co/fUepdNs5W5',Adams,3,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
97,-1,-0.7351,American people want Congress to #DoYourJob. End gun violence in our community. Give us a vote. #NoFlyNoBuy  #CloseTheLoophole #GunVote',Adams,10,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
98,1,0.2263,Retweet if you stand with @HouseGVP call for @SpeakerRyan to allow a vote to close background check loophole #GunVote',Adams,11,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
99,0,0.0,Enough moments of silence.  We need moments of action.  @SpeakerRyan: give us a vote #NoFlyNoBuy  #CloseTheLoophole #GunVote',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
100,-1,-0.802,Thousands killed w/ guns over reckless Republican recess. When will @SpeakerRyan give us a vote? #NoFlyNoBuy #CloseTheLoophole #GunVote',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
101,0,0.0,Today @LibnOfCongress was sworn in as the 1st woman and African American Librarian of Congress. Welcome!',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
102,0,0.0,There are still 50 days left in the #CongressionalAppChallenge! Register today: https://t.co/AoYOiPhjON.',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
103,0,0.0,#OTD 1948 Margaret Chase Smith became the first woman elected to both the House &amp; the Senate.',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
104,0,0.0,Today I will preside over the joint hearing of the of the Committee on #SmallBusiness at 10AM. Watch the hearing: https://t.co/UHs8xAm5Nq',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
105,1,0.7269,I was proud to welcome my colleague on the #smallbusiness committee to the #NCBizSummit  today. @NydiaVelazquez  https://t.co/EnZUvjoouF',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
106,0,0.0,.@WhipHoyer joined the #NCBizSummit in DC to discuss economic development nationwide through the Make it in America initiative.',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
107,0,0.0,Today we kick off the #NCBizSummit in DC! Follow along here &amp; on Facebook for updates.',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
108,0,0.0,#OTD Dr. Mae Jemison became the first African American woman in space in 1992.',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
109,1,0.3595,"Join my staff tomorrow morning, 9/13 at Tuesday Morning Breakfast Forum for Community Office Hours! https://t.co/aBqaC7odXK'",Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
110,1,0.784,"'Thanks for having me! It's always a pleasure to work with CLT business leaders.  https://t.co/8UUUWOJl35""",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
111,1,0.484,"It is our job in Congress to make access to opportunities easier, not harder. I support small businesses. #CLTtoDC https://t.co/FlPaL6LjQX'",Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
112,1,0.7351,"'.@cltchamber thank you for allowing me to join you @google to discuss the importance of today's small businesses. https://t.co/K0fIVND05k""",Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
113,-1,-0.1027,"15 years after #September11, we remember and honor those who died and those who will forever be impacted. https://t.co/cC5uhJqpPo'",Adams,3,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
114,1,0.3802,.@InReachNC Thanks for stopping by my office this morning!',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
115,0,0.0,The #NCBizSummit in DC starts on Monday. Are you registered? https://t.co/UQ1mOydUiz',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
116,0,0.0,"After a 14-month renovation, @uscapitol Rotunda is open! Contact my office to take a tour: https://t.co/YMdXDqjdjW.'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
117,0,0.0,.@HouseGOP: When will you #DoYourJob ? #Zika #Flint #opiods #gunviolence and more. What more do you need? https://t.co/OtSJMARAvs',Adams,5,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
118,1,0.3818,"Joining @NancyPelosi, @SenatorReid &amp; @VP Biden to give Republicans a clear message: #DoYourJob. Watch live at noon: https://t.co/LYyu5LAahK'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
119,1,0.3802,Thanks for stopping by!  https://t.co/gufoPA4zB4',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
120,0,0.0,Four ITT Tech campuses are closing in NC. For info about how you can continue your education or close loans visit https://t.co/IycCrtxDuM.',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
121,0,0.0,Check out the Congressional Voting Rights Caucus website that is up now! https://t.co/TrcJFlsrvi  #CVRC',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
122,1,0.4389,Last week I visited High Point Andrews High School to promote the #CongressionalAppChallenge. https://t.co/QNuSM68vXJ Sign up today!',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
123,0,0.0,Additional passes are now available for the opening of the African American Museum this month. More info here: https://t.co/PhV5LCTt8b.',Adams,4,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
124,0,0.0,Have questions about #FAFSA? Register for a webinar today for more information: https://t.co/15UnW9oWo4.',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
125,1,0.5106,"Next Monday, Sept. 12, we kick off the #NCBizSummit in DC. Registration is free. Register here: https://t.co/UQ1mOydUiz'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
126,1,0.296,Helping your child fill out college applications? Visit https://t.co/iwsghMFO3i for changes to the 2017-2018 #FAFSA.',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
127,1,0.0772,.@GovMcCrory issued a state of emergency for NC ahead of the storms this weekend. Please be careful traveling. https://t.co/mnRQYglwbv',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
128,1,0.6437,"'Don't forget to sign up for the #NCBizSummit in DC Sept. 12-14! Registration is free &amp; more info can be found at https://t.co/UQ1mOydUiz.""",Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
129,0,0.0,September is #SuicidePreventionMonth. #BeThere for a veteran in need. https://t.co/f6dzIxiueg',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
130,1,0.5106,ICYMI: \xe2\x80\x9cI remain your representative and your strong voice in Congress\xe2\x80\x9d https://t.co/k1yHxDSyVs #GSO #WinstonSalem #HighPoint #DavidsonCo',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
131,1,0.8093,"Today we celebrate the American workforce and their determination, innovation, &amp; most of all, hard work. #LaborDay https://t.co/zzFhxorFT'",Adams,6,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
132,1,0.7579,Today begins #SuicidePreventionMonth and I encourage you to #BeThere for a friend in need. Learn more here: https://t.co/f6dzIxiueg',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
133,1,0.7906,#OTD 1983: Justice Henry Frye became the 1st African American to serve on the NC Supreme Court. https://t.co/aXk2i00P0v',Adams,5,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
134,0,0.0,.@CLTDouglas continues to grow &amp; will begin offering a daily flight to Havana soon. https://t.co/SKHSvVk4wO',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
135,1,0.4404,I am pleased to see @Scotus upheld the #4thCircuit decision reinstating early voting &amp; removing voter ID provisions. https://t.co/zDX9EXPhIs',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
136,1,0.4019,.@HondaInAmerica is #manufacturing planes in #GSO W/ the help of skilled workers trained here at home. #Madeinthe12th',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
137,1,0.3818,I visited #HighPoint Andrews High School to promote the #CongressionalAppChallenge. Is your teen registered? https://t.co/AoYOiPhjON',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
138,-1,-0.5994,"'ICYMI: I weighed-in on the difficulties #smallbiz faces in earning Gov't contracts &amp; how to fix the problem. https://t.co/WnUpHeQ2iu""",Adams,10,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
139,1,0.5719,.@unccharlotte It was a pleasure to visit campus &amp; hear from students in the #STEM field yesterday. https://t.co/mCDoMvsXyF',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
140,1,0.5562,Just 13 days left to register for the #NCBizSummit in Dc! Registration is free. Register here: https://t.co/UQ1mOydUiz',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
141,1,0.5574,#TodayInHistory: 1967-Thurgood Marshall was confirmed as the first AA to serve as a Supreme Court justice.\nhttps://t.co/VReg699wBN',Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
142,1,0.4215,Join my staff at #CommunityOfficeHours tomorrow  &amp; invite me to visit your neighborhood: https://t.co/MWNAiku19e https://t.co/pZ56lsZb8h',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
143,0,0.0,"'#OTD 2005, #HurricaneKatrina makes landfall on #GulfCoast.  Let's remember ALL those who were lost &amp; pray for those still recovering.""",Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
144,1,0.34,"'.@unccharlotte I'm excited to visit campus today to see the career center &amp; participate in a #STEM round table discussion.""",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
145,1,0.5093,Welcome back to school! @CharMeckSchools @GCSchoolsNC @wsfcs @CabCoSchools https://t.co/XNQOQshLKG',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
146,0,0.0,65 Days left in the #CongressionalAppChallenge. Enter here: https://t.co/AoYOiOZIXf https://t.co/MQphqofyt1',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
147,1,0.4199,"'Thank you for your participation in today's manufacturing round table!  https://t.co/D4DX88AaIg""",Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
148,0,0.0,"From #equalpay to equal access to healthcare, #WomensEqualityDay reminds us of all the work we have yet to do.'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
149,1,0.6705,Glad to be in #CLT this morning to discuss the importance of skill laborers &amp; manufacturing in the 12th. https://t.co/GzVkvpvslK',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
150,1,0.0772,The #CLT manufacturing round table is the 5th stop in my #Madeinthe12th tour &amp; will focus on the importance of skilled laborers in NC-12.',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
151,0,0.0,"'Tomorrow I'll visit #CLT for a manufacturing round table featuring @CLTMayor @lawanamayfield @cpcc @CharlotteWorks @BoschRexrothUS @Siemens.""",Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
152,1,0.34,"'Today I'm in #HighPoint visiting @NCWorksGC &amp; Boss Design Company to highlight the contributions #manufacturing makes here at home.""",Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
153,1,0.6114,Happy 100th Birthday @NatlParkService! #FindYourPark today and start exploring. #NPS100 https://t.co/Z2hiog18hy',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
154,1,0.8932,Congratulations to all who were honored! A special shout out to Shae Harris @ncatsuaggies alumna. https://t.co/Wv4rdznf,Adams,7,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
155,0,0.0,"'Tomorrow I'll visit @NCWorksGC in #HighPoint to discuss career training and skills building workshops.""",Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
156,0,0.0,Is your high school student participating in the #CongressionalAppChallenge? Apply here: https://t.co/AoYOiPhjON',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
157,1,0.8748,Welcome home #UNCC20! The Queen City is happy to welcome you. https://t.co/UGMv05AIVp',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
158,1,0.5106,Is your household ready to go back to school? Get important updates from @CharMeckSchools:  https://t.co/O0HuxQbkY5 https://t.co/YwcQNFNmdS',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
159,1,0.296,Tell your member of congress to join me in sponsoring the Paycheck Fairness Act today #equalpay #BlackWomensEqualPay https://t.co/ORAtYhEbs1',Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
160,0,0.0,Black women only make 63% of what white men are paid. #BlackWomensEqualPay #equalpay https://t.co/JpEIlP13UD',Adams,30,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
161,1,0.0772,.@GKButterfield &amp; I are calling for a commission to study the challenges facing black males. https://t.co/3R6St1oBSx',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
162,1,0.5255,Who were the biggest winners in #Rio2016? #TeamUSA Women! https://t.co/eRMB4ufqdQ',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
163,0,0.0,The #CongressionalAppChallenge is underway in NC-12! Do you know a high school student who should participate? https://t.co/AoYOiPhjON',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
164,1,0.3612,.@GCSchoolsNC are headed #BackToSchool this week. Is your household ready? https://t.co/tNdnaQhMxh',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
165,1,0.3612,.@CharMeckSchools students are #BackToSchool this week. Is your household ready? https://t.co/O0HuxQsVPD',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
166,0,0.0,HBCU Students: @Spotify is hosting an HBCU Conference in NYC Oct. 6-7. Apply here: https://t.co/F7qtRmbSoX https://t.co/2S8UQopOwC',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
167,1,0.4215,Join my staff on Tuesday morning in #CLT &amp; invite me to your neighborhood: https://t.co/MWNAiku19e https://t.co/0fMcQcSHqu',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
168,1,0.5093,Welcome to campus @unccharlotte class of 2020! #UNCC20 https://t.co/Mk6wMcjsNd',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
169,1,0.3182,#Alert: E. Coli was found in the water in @CityofHighPoint. Please boil water before consuming. Read more here:\nhttps://t.co/vjS2Tv7bE2',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
170,1,0.3595,Join my staff in #CLT on Tuesday morning for assistance Community Office Hours! #ConstituentServices https://t.co/wGxoInj615',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
171,1,0.636,.@wfiq houses high tech labs &amp; a business training center. Thank you for giving me a tour! #winstonsalem https://t.co/7iszj0Gd3g',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
172,1,0.636,.@wfiq Houses high tech labs &amp; a business training center. Thank you for giving me a tour! #winstonsalem https://t.co/7pp79W3snM',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
173,0,0.0,Greensboro &amp; Charlotte Taxpayer Assistance Centers are moving to appointment only services. More info here: https://t.co/HzXeFCozJ8',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
174,1,0.3818,The 19th Amendment was ratified 96 years ago &amp; women were granted the right to vote. We still have work to do. https://t.co/VEJvvVS8Ch',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
175,0,0.0,ICYMI: I visited @wfiq this week to tour the state of the art labs &amp; #business training center. #winstonsalem https://t.co/BENgDdkeci',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
